id	type	language	accessRights	institutionID	institutionCode	basisOfRecord	occurrenceID	recordNumber	recordedBy	recordedByID	individualCount	sex	lifeStage	reproductiveCondition	establishmentMeans	occurrenceStatus	preparations	otherCatalogNumbers	occurrenceRemarks	organismRemarks	eventID	parentEventID	eventDate	eventTime	year	month	day	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventRemarks	continent	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	georeferencedBy	verbatimIdentification	identificationQualifier	identifiedBy	identifiedByID	dateIdentified	identificationRemarks	scientificName	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
SDA:ART:PDEM:REG1923	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1923	REG1923	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Fotografía				ZUQ_6_EC	ZUQ_6	2021-08-18	8:40:00	2021	08	18	Herbazales	Encuentro casual				Parcialmente nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3463	3463	3463	GPS		4.5435139	-74.0693389	WGS84	71		4° 32' 36.650" N, 74° 4' 9.620" W	4° 32' 36.650" N	74° 4' 9.620" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 204		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de género por dificultad en las determinaciones. Se requiere de un especialista	Pedaliodes	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Lepidoptera | Nymphalidae | Pedaliodes	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae		Pedaliodes			Género	Morfotipo204.	Butler, 1867	Mariposa	Válido
SDA:ART:PDEM:REG1924	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1924	REG1924	Mireya Córdoba		2	Desconocido	Adulto	No reproductiva	Endémica	present	Fotografía				ZUQ_4_EC	ZUQ_4	2021-08-18	8:20:00	2021	08	18	Arbustales	Encuentro casual				Parcialmente nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3299	3299	3299	GPS		4.5401333	-74.0692	WGS84	71		4° 32' 24.480" N, 74° 4' 9.120" W	4° 32' 24.480" N	74° 4' 9.120" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	Agesander ruficornis		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30		Agesander ruficornis	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Orthoptera | Acrididae | Agesander	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae		Agesander	ruficornis		Especie		Stål, 1878	Saltamontes	Válido
SDA:ART:PDEM:REG1925	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1925	REG1925	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva	native	present	Fotografía				ZUQ_9_EC	ZUQ_9	2021-08-18	10:00:00	2021	08	18	Herbazales	Encuentro casual				Parcialmente nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3350	3350	3350	GPS		4.5373333	-74.0693972	WGS84	71		4° 32' 14.400" N, 74° 4' 9.830" W	4° 32' 14.400" N	74° 4' 9.830" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	Bombus rubicundus		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30		Bombus rubicundus	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Apidae | Bombus	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae		Bombus	rubicundus		Especie		Smith, 1854	Abejorro	Válido
SDA:ART:PDEM:REG1963	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1963	REG1963	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ENGA_1_EC	ENGA_1	2021-06-16	9:00:00	2021	06	16	Arbustales	Encuentro casual				Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Entre Nubes	PDEM Entre Nubes	2971	2971	2971	GPS		4.5086889	-74.0943	WGS84	71		4° 30' 31.28" N, 74° 5' 39.48" W	4° 30' 31.28" N	74° 5' 39.48" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 139		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de género por dificultad en las determinaciones. Se requiere de un especialista	Heranice	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hemiptera | Membracidae | Heranice	Animalia	Arthropoda	Insecta	Hemiptera	Membracidae		Heranice			Género	Morfotipo139.	Stål, 1867	Membracido	Válido
SDA:ART:PDEM:REG1964	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1964	REG1964	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ENGA_1_EC	ENGA_1	2021-06-16	9:00:00	2021	06	16	Arbustales	Encuentro casual				Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Entre Nubes	PDEM Entre Nubes	2971	2971	2971	GPS		4.5086889	-74.0943	WGS84	71		4° 30' 31.28" N, 74° 5' 39.48" W	4° 30' 31.28" N	74° 5' 39.48" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 384		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Curculionidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Curculionidae	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae					Familia	Morfotipo384.	Latreille, 1802	Escarabajo picudo	Válido
SDA:ART:PDEM:REG2109	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2109	REG2109	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	3	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_PT	SOR_2	2021-05-10	10:36:00	2021	05	10	Arbustales	Platos trampas	4	Plato	4 platos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 416		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Dolichopodidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Diptera | Dolichopodidae	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae					Familia	Morfotipo416.	Latreille, 1809	Moscas de Patas Largas	Válido
SDA:ART:PDEM:REG2110	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2110	REG2110	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_PJ	SOR_2	2021-05-10	10:50:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 417		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Miridae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hemiptera | Miridae	Animalia	Arthropoda	Insecta	Hemiptera	Miridae					Familia	Morfotipo417.	Hahn, 1831	Chince de las plantas	Válido
SDA:ART:PDEM:REG2111	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2111	REG2111	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Juvenil	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_PJ	SOR_2	2021-05-10	10:50:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 418		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-04-01/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Miridae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hemiptera | Miridae	Animalia	Arthropoda	Insecta	Hemiptera	Miridae					Familia	Morfotipo418.	Hahn, 1831	Chince de las plantas	Válido
SDA:ART:PDEM:REG2112	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2112	REG2112	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_3_PJ	SOR_3	2021-05-10	10:20:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2887	2887	2887	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 320		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Chrysomelidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Chrysomelidae	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae					Familia	Morfotipo320.	Latreille, 1802	Escarabajo de las hojas	Válido
SDA:ART:PDEM:REG2113	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2113	REG2113	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_3_PJ	SOR_3	2021-05-10	10:20:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2887	2887	2887	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 420		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Formicidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae					Familia	Morfotipo420.	Latreille, 1809	Hormiga	Válido
SDA:ART:PDEM:REG2114	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2114	REG2114	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_3_PJ	SOR_3	2021-05-10	10:20:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2887	2887	2887	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 421		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Anyphaenidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Araneae | Anyphaenidae	Animalia	Arthropoda	Euchelicerata	Araneae	Anyphaenidae					Familia	Morfotipo421.	Bertkau, 1878	Arañas Fantasma	Válido
SDA:ART:PDEM:REG2115	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2115	REG2115	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_7_PT	SOR_7	2021-05-10	8:50:00	2021	05	10	Herbazales	Platos trampas	4	Plato	4 platos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2921	2921	2921	GPS		4.74185	-74.0115028	WGS84	71		4° 44' 30.660" N, 74° 0' 41.410" W	4° 44' 30.660" N	74° 0' 41.410" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 416		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Dolichopodidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Diptera | Dolichopodidae	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae					Familia	Morfotipo416.	Latreille, 1809	Moscas de Patas Largas	Válido
SDA:ART:PDEM:REG2116	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2116	REG2116	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Hembra	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_6_PJ	SOR_6	2021-05-10	8:00:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 352		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de género por dificultad en las determinaciones. Se requiere de un especialista	Argyrodes	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Araneae | Theridiidae | Argyrodes	Animalia	Arthropoda	Euchelicerata	Araneae	Theridiidae		Argyrodes			Género	Morfotipo352.	Simon, 1864	Araña	Válido
SDA:ART:PDEM:REG2117	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2117	REG2117	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Macho	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_6_PJ	SOR_6	2021-05-10	8:00:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 194		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Anyphaenidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Araneae | Anyphaenidae	Animalia	Arthropoda	Euchelicerata	Araneae	Anyphaenidae					Familia	Morfotipo194.	Bertkau, 1878	Arañas Fantasma	Válido
SDA:ART:PDEM:REG2118	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2118	REG2118	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_6_PJ	SOR_6	2021-05-10	8:00:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 425		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Cicadellidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hemiptera | Cicadellidae	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae					Familia	Morfotipo425.	Latreille, 1802	Cicadélidos	Válido
SDA:ART:PDEM:REG2119	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2119	REG2119	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (Sobre)				SOR_6_PJ	SOR_6	2021-05-10	8:00:00	2021	05	10	Arbustales	Paragua japonés	5	Arbusto	5 arbustos por punto	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 427		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Gelechiidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Lepidoptera | Gelechiidae	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae					Familia	Morfotipo427.	Stainton, 1854	Polilla	Válido
SDA:ART:PDEM:REG2120	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2120	REG2120	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)		Se descarta el material por estar en mal estado		SOR_4_EC	SOR_4	2021-05-10	10:30:00	2021	05	10	Herbazales	Encuentro casual				Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2888	2888	2888	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 430		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Ripipterygidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Orthoptera | Ripipterygidae	Animalia	Arthropoda	Insecta	Orthoptera	Ripipterygidae					Familia	Morfotipo430.	Ander, 1939	Chapulines del lodo	Válido
SDA:ART:PDEM:REG2123	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2123	REG2123	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ENJR_27_MM	ENJR_27	2021-08-25	19:30:00	2021	08	25	Herbazales	Colecta Manual	30	Minutos	30 minutos de busqueda	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Entre Nubes	PDEM Entre Nubes	2988	2988	2988	GPS		4.5192111	-74.0976	WGS84	71		4° 31' 9.16" N, 74° 5' 51.36" W	4° 31' 9.16" N	74° 5' 51.36" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 391		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Scolopendridae	Animalia | Arthropoda | Myriapoda | Chilopoda | Pleurostigmophora | Scolopendromorpha | Scolopendridae	Animalia	Arthropoda	Chilopoda	Scolopendromorpha	Scolopendridae					Familia	Morfotipo391.	Leach, 1814	Ecolopendra	Válido
